ID,FT_STATUS,UTR_NUMBER,ID,REMARKS,FT_INNITIATED_DATE,STATUS
a0j8p000001nwmiAAA,Success,N253220003969804,a0j8p000001nwmiAAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n022AAA,Success,N253220003969799,a0j8p000001n022AAA,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nIt4AAE,Success,N253220003970137,a0j8p000001nIt4AAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001npFlAAI,Success,N253220003969714,a0j8p000001npFlAAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nIZJAA2,Success,N253220003969972,a0j8p000001nIZJAA2,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mJZxAAM,Success,N253220003969721,a0j8p000001mJZxAAM,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mFopAAE,Success,N253220003969722,a0j8p000001mFopAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001n6L8AAI,Success,N253220003969864,a0j8p000001n6L8AAI,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001mKykAAE,Success,N253220003969743,a0j8p000001mKykAAE,Paid,2022-09-12T06:35:28Z,Item Updated
a0j8p000001nt6YAAQ,Success,N253220003969718,a0j8p000001nt6YAAQ,Paid,2022-09-12T06:35:28Z,Item Updated
