"ID","CBS LOAN STATUS","ID","STATUS"
"0068p000003tdvGAAQ","Disbursed","0068p000003tdvGAAQ","Item Updated"
"0068p000003tnljAAA","Disbursed","0068p000003tnljAAA","Item Updated"
"0068p000003toPwAAI","Disbursed","0068p000003toPwAAI","Item Updated"
"0068p000003tqREAAY","Disbursed","0068p000003tqREAAY","Item Updated"
"0068p000003tZVdAAM","Disbursed","0068p000003tZVdAAM","Item Updated"
"0068p000003sra2AAA","Disbursed","0068p000003sra2AAA","Item Updated"
"0068p000003toeKAAQ","Disbursed","0068p000003toeKAAQ","Item Updated"
"0068p000003tXnNAAU","Disbursed","0068p000003tXnNAAU","Item Updated"
"0068p000003tY6OAAU","Disbursed","0068p000003tY6OAAU","Item Updated"
"0068p000003tWIfAAM","Disbursed","0068p000003tWIfAAM","Item Updated"
"0068p000003tpiyAAA","Disbursed","0068p000003tpiyAAA","Item Updated"
"0068p000003toolAAA","Disbursed","0068p000003toolAAA","Item Updated"
"0068p000003tnNAAAY","Disbursed","0068p000003tnNAAAY","Item Updated"
"0068p000003tYLvAAM","Disbursed","0068p000003tYLvAAM","Item Updated"
"0068p000003tXwJAAU","Disbursed","0068p000003tXwJAAU","Item Updated"
"0068p000003tfFhAAI","Disbursed","0068p000003tfFhAAI","Item Updated"
"0068p000003tpCzAAI","Disbursed","0068p000003tpCzAAI","Item Updated"
"0068p000003tmywAAA","Disbursed","0068p000003tmywAAA","Item Updated"
"0068p000003tXiXAAU","Disbursed","0068p000003tXiXAAU","Item Updated"
"0068p000003tq6zAAA","Disbursed","0068p000003tq6zAAA","Item Updated"
"0068p000003tE5HAAU","Disbursed","0068p000003tE5HAAU","Item Updated"
"0068p000003tZpKAAU","Disbursed","0068p000003tZpKAAU","Item Updated"
"0068p000003trG4AAI","Disbursed","0068p000003trG4AAI","Item Updated"
"0068p000003tXrjAAE","Disbursed","0068p000003tXrjAAE","Item Updated"
"0068p000003tk6DAAQ","Disbursed","0068p000003tk6DAAQ","Item Updated"
"0068p000003tjcUAAQ","Disbursed","0068p000003tjcUAAQ","Item Updated"
"0068p000003tqneAAA","Disbursed","0068p000003tqneAAA","Item Updated"
"0068p000003tpf0AAA","Disbursed","0068p000003tpf0AAA","Item Updated"
"0068p000003tnqAAAQ","Disbursed","0068p000003tnqAAAQ","Item Updated"
"0068p000003tXBdAAM","Disbursed","0068p000003tXBdAAM","Item Updated"
"0068p000003tv8vAAA","Disbursed","0068p000003tv8vAAA","Item Updated"
"0068p000003tlvZAAQ","Disbursed","0068p000003tlvZAAQ","Item Updated"
"0068p000003tov7AAA","Disbursed","0068p000003tov7AAA","Item Updated"
"0068p000003tv4ZAAQ","Disbursed","0068p000003tv4ZAAQ","Item Updated"
"0068p000003teTVAAY","Disbursed","0068p000003teTVAAY","Item Updated"
"0068p000003tYkRAAU","Disbursed","0068p000003tYkRAAU","Item Updated"
"0068p000003tpl9AAA","Disbursed","0068p000003tpl9AAA","Item Updated"
"0068p000003tp6vAAA","Disbursed","0068p000003tp6vAAA","Item Updated"
"0068p000003tVw7AAE","Disbursed","0068p000003tVw7AAE","Item Updated"
"0068p000003tv29AAA","Disbursed","0068p000003tv29AAA","Item Updated"
"0068p000003stCVAAY","Disbursed","0068p000003stCVAAY","Item Updated"
"0068p000003trGYAAY","Disbursed","0068p000003trGYAAY","Item Updated"
"0068p000003sPooAAE","Disbursed","0068p000003sPooAAE","Item Updated"
"0068p000003tB4cAAE","Disbursed","0068p000003tB4cAAE","Item Updated"
"0068p000003tikpAAA","Disbursed","0068p000003tikpAAA","Item Updated"
"0068p000003tqQLAAY","Disbursed","0068p000003tqQLAAY","Item Updated"
"0068p000003tkIqAAI","Disbursed","0068p000003tkIqAAI","Item Updated"
"0068p000003tWKMAA2","Disbursed","0068p000003tWKMAA2","Item Updated"
"0068p000003tpqLAAQ","Disbursed","0068p000003tpqLAAQ","Item Updated"
"0068p000003tar3AAA","Disbursed","0068p000003tar3AAA","Item Updated"
"0068p000003tWDpAAM","Disbursed","0068p000003tWDpAAM","Item Updated"
"0068p000003tqiNAAQ","Disbursed","0068p000003tqiNAAQ","Item Updated"
"0068p000003taxGAAQ","Disbursed","0068p000003taxGAAQ","Item Updated"
"0068p000003srurAAA","Disbursed","0068p000003srurAAA","Item Updated"
"0068p000003tY5VAAU","Disbursed","0068p000003tY5VAAU","Item Updated"
"0068p000003tv1QAAQ","Disbursed","0068p000003tv1QAAQ","Item Updated"
"0068p000003sQTYAA2","Disbursed","0068p000003sQTYAA2","Item Updated"
"0068p000003tfX3AAI","Disbursed","0068p000003tfX3AAI","Item Updated"
"0068p000003tFJTAA2","Disbursed","0068p000003tFJTAA2","Item Updated"
"0068p000003tomBAAQ","Disbursed","0068p000003tomBAAQ","Item Updated"
"0068p000003tq2YAAQ","Disbursed","0068p000003tq2YAAQ","Item Updated"
"0068p000003thuPAAQ","Disbursed","0068p000003thuPAAQ","Item Updated"
"0068p000003tpDSAAY","Disbursed","0068p000003tpDSAAY","Item Updated"
"0068p000003tkJPAAY","Disbursed","0068p000003tkJPAAY","Item Updated"
"0068p000003tpfUAAQ","Disbursed","0068p000003tpfUAAQ","Item Updated"
"0068p000003trI5AAI","Disbursed","0068p000003trI5AAI","Item Updated"
"0068p000003taiXAAQ","Disbursed","0068p000003taiXAAQ","Item Updated"
"0068p000003tJmbAAE","Disbursed","0068p000003tJmbAAE","Item Updated"
"0068p000003tofIAAQ","Disbursed","0068p000003tofIAAQ","Item Updated"
"0068p000003tmxjAAA","Disbursed","0068p000003tmxjAAA","Item Updated"
"0068p000003tpqBAAQ","Disbursed","0068p000003tpqBAAQ","Item Updated"
"0068p000003tv2jAAA","Disbursed","0068p000003tv2jAAA","Item Updated"
"0068p000003tVw2AAE","Disbursed","0068p000003tVw2AAE","Item Updated"
"0068p000003tolNAAQ","Disbursed","0068p000003tolNAAQ","Item Updated"
"0068p000003tfUSAAY","Disbursed","0068p000003tfUSAAY","Item Updated"
